-2.076260699999999915e+01,-4.286401299999999992e+01,1.810000000000000142e+01
-1.891694443000000092e+01,-4.825555554999999686e+01,1.660000000000000142e+01
-2.305027777000000100e+01,-4.359555555000000027e+01,2.280000000000000071e+01
-2.398194442999999865e+01,-4.888583332999999698e+01,1.930000000000000071e+01
-1.778447699999999898e+01,-4.611939399999999978e+01,1.409999999999999964e+01
-1.616677300000000628e+01,-4.068775600000000026e+01,1.810000000000000142e+01
-1.960569599999999824e+01,-4.694961700000000349e+01,1.739999999999999858e+01
-2.110486699999999871e+01,-4.237590399999999846e+01,1.800000000000000000e+01
-1.852055554000000015e+01,-4.644055554999999913e+01,1.889999999999999858e+01
-2.166611110999999923e+01,-4.973472221000000104e+01,1.989999999999999858e+01
-2.045499999999999829e+01,-4.545388888000000094e+01,1.719999999999999929e+01
-2.156638888000000165e+01,-4.540416666000000134e+01,1.689999999999999858e+01
-2.286738900000000640e+01,-4.310205599999999748e+01,2.139999999999999858e+01
-2.467165400000000020e+01,-4.754589599999999905e+01,2.250000000000000000e+01
-2.235805200000000070e+01,-4.902887700000000137e+01,2.250000000000000000e+01
-2.193874500000000083e+01,-4.260093599999999725e+01,2.080000000000000071e+01
-2.063638887999999838e+01,-4.074194443999999748e+01,1.839999999999999858e+01
-2.198035300000000092e+01,-4.788392699999999991e+01,1.889999999999999858e+01
-2.223522200000000026e+01,-4.996511100000000027e+01,2.080000000000000071e+01
-2.204166666000000063e+01,-4.105166666000000220e+01,2.350000000000000000e+01
-2.275777777000000057e+01,-4.368472220999999678e+01,2.110000000000000142e+01
-1.935694443999999947e+01,-4.006861110000001247e+01,1.540000000000000036e+01
-1.724444443999999876e+01,-4.688166666000000049e+01,1.839999999999999858e+01
-2.297527777000000171e+01,-4.202138888000000350e+01,2.410000000000000142e+01
-1.948193500000000000e+01,-4.559393200000000235e+01,1.789999999999999858e+01
-2.075055555000000140e+01,-4.148888887999999753e+01,1.939999999999999858e+01
-2.209833332999999911e+01,-4.320833333000000209e+01,2.250000000000000000e+01
-2.176996499999999912e+01,-4.336432899999999790e+01,1.739999999999999858e+01
-2.016499999999999915e+01,-5.059499998999999804e+01,2.119999999999999929e+01
-1.575153599999999798e+01,-4.145778700000000327e+01,1.689999999999999858e+01
-2.287111110000000025e+01,-4.260888888000000208e+01,2.200000000000000000e+01
-2.133833333000000110e+01,-4.811388887999999753e+01,1.980000000000000071e+01
-2.185555554999999828e+01,-4.879972220999999877e+01,2.019999999999999929e+01
-2.245138887999999966e+01,-4.444499998999999946e+01,2.089999999999999858e+01
-2.384472221000000047e+01,-4.614333332999999726e+01,2.319999999999999929e+01
-1.988394500000000065e+01,-4.396939700000000073e+01,1.630000000000000071e+01
-1.988539799999999858e+01,-4.441688299999999856e+01,1.669999999999999929e+01
-2.298833332999999968e+01,-4.319055554999999913e+01,2.310000000000000142e+01
-1.997999998999999960e+01,-4.395861110999999966e+01,1.850000000000000000e+01
-2.239579900000000023e+01,-4.496190900000001278e+01,1.619999999999999929e+01
-2.258972221000000147e+01,-4.328222221000000047e+01,1.989999999999999858e+01
-2.090989200000000636e+01,-4.711425899999999700e+01,1.680000000000000071e+01
-1.869527777000000057e+01,-4.039055555000000197e+01,1.530000000000000071e+01
-1.820085500000000067e+01,-4.545983600000000280e+01,1.660000000000000142e+01
-2.247111110000000167e+01,-4.855749999999999744e+01,2.110000000000000142e+01
-2.055666666000000120e+01,-4.375611110999999909e+01,1.780000000000000071e+01
-2.286138887999999980e+01,-4.341138887999999696e+01,2.100000000000000000e+01
-2.131916666000000049e+01,-5.093027776999999645e+01,2.319999999999999929e+01
-1.572305554000000072e+01,-4.243583333000000124e+01,1.700000000000000000e+01
-2.003145699999999962e+01,-4.401124899999999940e+01,1.619999999999999929e+01
-1.657566700000000637e+01,-4.148558799999999991e+01,1.780000000000000071e+01
-2.322833332000000084e+01,-4.541694443000000092e+01,1.889999999999999858e+01
-2.237283199999999894e+01,-5.097471000000000174e+01,2.139999999999999858e+01
-2.145769900000000163e+01,-5.155225399999999780e+01,2.269999999999999929e+01
-2.295194400000000101e+01,-4.653055599999999714e+01,1.810000000000000142e+01
-1.878694443999999919e+01,-4.294305554999999686e+01,1.600000000000000000e+01
-2.293988299999999825e+01,-4.340289700000000295e+01,2.110000000000000142e+01
-2.235805554999999956e+01,-4.369555555000000169e+01,2.100000000000000000e+01
-2.342611109999999996e+01,-4.758555555000000226e+01,1.969999999999999929e+01
-2.122837300000000127e+01,-4.376770299999999736e+01,1.819999999999999929e+01
-1.957388887999999838e+01,-4.262249999000000145e+01,1.989999999999999858e+01
-1.973575699999999955e+01,-4.213714600000000132e+01,1.900000000000000000e+01
-2.110083333000000039e+01,-4.103944443999999692e+01,1.819999999999999929e+01
-2.233472220999999891e+01,-4.267694442999999893e+01,1.639999999999999858e+01
-1.945527776999999858e+01,-4.417333331999999757e+01,1.669999999999999929e+01
-1.998585999999999885e+01,-4.815157399999999654e+01,2.030000000000000071e+01
-2.244861110000000082e+01,-4.298694444000000203e+01,2.250000000000000000e+01
-1.878062000000000609e+01,-4.098650500000000108e+01,1.789999999999999858e+01
-2.352388888000000122e+01,-4.686944443000000149e+01,1.900000000000000000e+01
-1.987527777000000029e+01,-4.743416666000000248e+01,1.830000000000000071e+01
-1.770550400000000124e+01,-4.238925600000000316e+01,1.689999999999999858e+01
-1.883035399999999981e+01,-4.197700700000000040e+01,1.910000000000000142e+01
-1.895277777000000086e+01,-4.952499998999999775e+01,2.039999999999999858e+01
-1.874771099999999890e+01,-4.445378500000000344e+01,1.739999999999999858e+01
-1.616027777000000043e+01,-4.231027776999999901e+01,1.680000000000000071e+01
-2.074523699999999948e+01,-4.663391599999999926e+01,1.900000000000000000e+01
-2.071499999999999986e+01,-4.486444443999999976e+01,1.689999999999999858e+01
-1.823105199999999826e+01,-4.364826899999999910e+01,1.400000000000000000e+01
-1.789283999999999963e+01,-4.151542299999999841e+01,1.719999999999999929e+01
-2.040333332999999882e+01,-4.996611110999999994e+01,2.110000000000000142e+01
-1.756138887999999909e+01,-4.719916666000000305e+01,1.939999999999999858e+01
-2.027083332000000127e+01,-4.030583332999999868e+01,1.789999999999999858e+01
-2.349629399999999890e+01,-4.662008800000000264e+01,1.730000000000000071e+01
-2.154672800000000166e+01,-4.326102900000000062e+01,2.239999999999999858e+01
-1.867619799999999941e+01,-3.986405100000000346e+01,2.180000000000000071e+01
-1.953921000000000063e+01,-4.951813299999999884e+01,2.110000000000000142e+01
-2.055916665999999893e+01,-4.854499999000000088e+01,2.119999999999999929e+01
-2.372450100000000006e+01,-4.667750099999999946e+01,1.860000000000000142e+01
-2.304166800000000137e+01,-4.552084099999999722e+01,1.860000000000000142e+01
-1.552416666000000056e+01,-4.643555554999999657e+01,1.600000000000000000e+01
-1.508595799999999798e+01,-4.401603599999999972e+01,1.400000000000000000e+01
-2.231456700000000026e+01,-4.537304900000000174e+01,1.650000000000000000e+01
-2.110650199999999899e+01,-4.425092800000000182e+01,1.540000000000000036e+01
